,L Velocity,R Velocity,X Position,Y Position,Theta,LiDAR F,LiDAR R,Gyro,Compass X,Compass Y
0,-0.0,-0.0,0.0,0.0,90.0,2048.0,2048.0,0.0,-6.123233995736766e-17,1.0
1,-0.005,-0.0025,1.392982085235417e-11,4.706249999799184e-06,89.9996608197958,2047.9980723558854,2047.9999999942943,-5.919811320698187e-06,-5.919811320724843e-06,0.9999999999824779
2,-0.01,-0.005,1.2537020666059107e-10,1.411874999939755e-05,89.99898245938742,2047.9942172829665,2047.9999999486483,-1.1839622641618419e-05,-1.775943396144429e-05,0.9999999998423013
3,-0.015000000000000001,-0.007500000000000001,5.01481736137066e-10,2.823749999424763e-05,89.99796491877484,2047.988435211863,2047.9999997945931,-1.7759433962316606e-05,-3.551886791722607e-05,0.999999999369205
4,-0.02,-0.01,1.393005732097663e-09,4.706249997343548e-05,89.99660819795807,2047.9807267884996,2048.000009669425,-2.3679245283014794e-05,-5.919811317313343e-05,0.9999999982477917
5,-0.025,-0.0125,3.1342624424723907e-09,7.059374990876676e-05,89.9949122969371,2047.9710928740992,2048.0000089562063,-2.959905660371298e-05,-8.879716969472886e-05,0.9999999960575313
6,-0.030000000000000002,-0.015000000000000001,6.143154678284191e-09,9.88312497484003e-05,89.99287721571194,2047.959534545175,2048.000007723764,-3.551886792463321e-05,-0.00012431603741584887,0.9999999922727614
7,-0.035,-0.0175,1.0921164175670128e-08,0.00013177499940229608,89.99050295428259,2047.946053093521,2048.0000364866905,-4.14386792453314e-05,-0.00016575471622237869,0.9999999862626869
8,-0.04,-0.02,1.8053352505376096e-08,0.000169424998726754,89.98778951264904,2047.9306500261996,2048.0000335653463,-4.735849056602959e-05,-0.0002131132059342475,0.9999999772913805
9,-0.045,-0.0225,2.8208362891746218e-08,0.00021178124750986172,89.9847368908113,2047.913327065527,2048.000080605852,-5.3278301886727775e-05,-0.00026639150628342365,0.9999999645177821
10,-0.05,-0.025,4.213841839373344e-08,0.00025884374544784806,89.98134508876937,2047.8940861490585,2048.000074900101,-5.9198113207648007e-05,-0.0003255896168892421,0.9999999469956993
11,-0.055,-0.0275,6.067932281439425e-08,0.0003106124921278024,89.97761410652325,2047.8729294295683,2048.0001389857407,-6.51179245283462e-05,-0.00039070753722973185,0.9999999236738073
12,-0.060000000000000005,-0.030000000000000002,8.475045888189925e-08,0.0003670874869976615,89.97354394407293,2047.8498592750313,2048.000221286192,-7.103773584904438e-05,-0.00046174526661116387,0.9999998933956487
13,-0.065,-0.0325,1.1535479097801726e-07,0.00042826872934347194,89.96913460141843,2047.8248782686003,2048.000208750656,-7.695754716974257e-05,-0.0005387028041335992,0.9999998548996338
14,-0.07,-0.035,1.5357886240963125e-07,0.000494156218255739,89.96438607855971,2047.7979892085825,2048.0003057340537,-8.28773584906628e-05,-0.0006215801486537686,0.9999998068190408
15,-0.075,-0.0375,2.0059279813722242e-07,0.000564749952600323,89.95929837549681,2047.7691951084123,2048.0004195971082,-8.879716981136099e-05,-0.0007103772987439535,0.9999997476820148
16,-0.08,-0.04,2.576503020463861e-07,0.0006400499309829684,89.95387149222974,2047.7384991966255,2048.0005498262976,-9.471698113205917e-05,-0.0008050942526490861,0.9999996759115697
17,-0.085,-0.0425,3.26088658766821e-07,0.0007200561517111054,89.94810542875845,2047.7059049168286,2048.000695873863,-0.00010063679245275736,-0.0009057310082398502,0.9999995898255862
18,-0.09,-0.045,4.07328732762835e-07,0.0008047686127556518,89.94200018508297,2047.6714159276664,2048.0008571578114,-0.0001065566037736776,-0.001012287562963114,0.9999994876368137
19,-0.095,-0.0475,5.028749683333444e-07,0.0008941873117091745,89.9355557612033,2047.6350361027912,2048.001033061914,-0.00011247641509437578,-0.0011247639137883635,0.9999993674528691
20,-0.1,-0.05,6.143153905213694e-07,0.000988312245738598,89.92877215711945,2047.5967695308252,2048.001222935704,-0.00011839622641507397,-0.0012431600571523552,0.9999992272762376
21,-0.10500000000000001,-0.052500000000000005,7.433216023855493e-07,0.0010871434115415468,89.9216493728314,2047.5566205153239,2048.00170257419,-0.00012431603773577216,-0.0013674759888997702,0.9999990650042728
22,-0.11,-0.055,8.916487877286272e-07,0.0011906808052954147,89.91418740833915,2047.514593574739,2048.0019387789494,-0.0001302358490566924,-0.0014977117042212,0.9999988784291965
23,-0.115,-0.0575,1.0611357101879547e-06,0.001298924422604614,89.9063862636427,2047.4706934423748,2048.0021867965793,-0.00013615566037739057,-0.0016338671975871313,0.9999986652380995
24,-0.12000000000000001,-0.060000000000000005,1.2537047114165035e-06,0.0014118742584487336,89.89824593874208,2047.42492506635,2048.002804239031,-0.00014207547169808876,-0.0017759424626801544,0.9999984230129412
25,-0.125,-0.0625,1.471361712901853e-06,0.0015295303071225135,89.88976643363725,2047.37729360955,2048.003093965818,-0.00014799528301878695,-0.0019239374923231672,0.9999981492305502
26,-0.13,-0.065,1.7161962141472031e-06,0.0016518925621785455,89.88094774832823,2047.3278044495828,2048.003812879502,-0.00015391509433970718,-0.0020778522784049153,0.9999978412626245
27,-0.135,-0.0675,1.9903812935808675e-06,0.0017789610163645192,89.87178988281502,2047.2764631787334,2048.0041408918523,-0.00015983490566040537,-0.002237686811801531,0.9999974963757321
28,-0.14,-0.07,2.2961736085562733e-06,0.0019107356615586468,89.86229283709761,2047.223275603912,2048.004957716088,-0.00016575471698110356,-0.002403441082296292,0.9999971117313109
29,-0.145,-0.0725,2.6359133935329737e-06,0.00204721648870418,89.85245661117602,2047.1682477466059,2048.005842554526,-0.00017167452830180174,-0.0025751150784953814,0.9999966843856696
30,-0.15,-0.075,3.0120244609861402e-06,0.002188403487740288,89.84228120505023,2047.111385842825,2048.0067944142097,-0.00017759433962272198,-0.0027527087877409805,0.9999962112899878
31,-0.155,-0.0775,3.4270142004970692e-06,0.002334296647527481,89.83176661872024,2047.0526963430532,2048.0072081109747,-0.00018351415094342016,-0.002936222196020358,0.9999956892903167
32,-0.16,-0.08,3.8834735769341935e-06,0.0024848959557757554,89.82091285218607,2046.9921859121878,2048.0082499379373,-0.00018943396226411835,-0.0031256552878731873,0.9999951151275797
33,-0.165,-0.0825,4.384077133181563e-06,0.002640201398968202,89.80971990544771,2046.9298614294871,2048.009355601869,-0.00019535377358481654,-0.003321008046294856,0.9999944854375731
34,-0.17,-0.085,4.931582986500871e-06,0.0028002129622800567,89.79818777850514,2046.8657299885117,2048.010523972821,-0.00020127358490573677,-0.0035222804526371123,0.9999937967509663
35,-0.17500000000000002,-0.08750000000000001,5.528832829440944e-06,0.0029649306294995768,89.78631647135838,2046.7997988970649,2048.0117538865934,-0.00020719339622643496,-0.003729472486504713,0.9999930454933036
36,-0.18,-0.09,6.17875192892825e-06,0.003134354382940728,89.77410598400743,2046.7320756771326,2048.0130441447395,-0.00021311320754713314,-0.003942584125650288,0.999992227985004
37,-0.185,-0.0925,6.884349125357403e-06,0.0033084842033595124,89.7615563164523,2046.662568064823,2048.0152434260685,-0.00021903301886783133,-0.004161615345865208,0.9999913404413625
38,-0.19,-0.095,7.648716831681668e-06,0.0034873200698639266,89.74866746869296,2046.591284010303,2048.016691599309,-0.00022495283018875156,-0.004386566120867783,0.9999903789725515
39,-0.195,-0.0975,8.47503103341296e-06,0.003670861959820286,89.73543944072944,2046.5182316777336,2048.0181963159403,-0.00023087264150944975,-0.004617436422187469,0.9999893395836212
40,-0.2,-0.1,9.366551285893366e-06,0.003859109848764092,89.72187223256171,2046.443419445207,2048.020749506959,-0.00023679245283014794,-0.00485422621904728,0.9999882181745015
41,-0.20500000000000002,-0.10250000000000001,1.0326620715204626e-05,0.004052063710298171,89.7079658441898,2046.366855904677,2048.02240422796,-0.00024271226415084612,-0.005096935478242216,0.9999870105400023
42,-0.21000000000000002,-0.10500000000000001,1.1358666016349161e-05,0.004249723515996265,89.6937202756137,2046.2885498618982,2048.024111383062,-0.00024863207547176636,-0.005345564164015019,0.999985712369816
43,-0.215,-0.1075,1.246619745143107e-05,0.004452089235302993,89.67913552683339,2046.2085103363502,2048.0270061537008,-0.00025455188679246454,-0.005600112237927924,0.9999843192485183
44,-0.22,-0.11,1.3652808848746645e-05,0.004659160835428338,89.6642115978489,2046.1267465611747,2048.0300528419652,-0.00026047169811316273,-0.005860579658732639,0.9999828266555699
