,L Velocity,R Velocity,X Position,Y Position,Theta,LiDAR F,LiDAR R,Gyro,Compass X,Compass Y
0,-0.0,-0.0,0.0,0.0,90.0,204.8,204.8,0.0,-6.123233995736766e-17,1.0
1,-0.001,0.001,0.0,0.0,89.99996816901138,204.8000000000316,204.8,-5.555555555591951e-07,-5.555555556203989e-07,0.9999999999998457
2,-0.002,0.002,0.0,0.0,89.99990450703415,204.80000000028446,204.8,-1.1111111111183902e-06,-1.6666666667380461e-06,0.9999999999986111
3,-0.003,0.003,0.0,0.0,89.99980901406829,204.80000000113776,204.8,-1.6666666666775853e-06,-3.3333333334102304e-06,0.9999999999944444
4,-0.004,0.004,0.0,0.0,89.99968169011382,204.80000000316048,204.8,-2.2222222222367805e-06,-5.555555555624605e-06,0.9999999999845679
5,-0.005,0.005,0.0,0.0,89.99952253517073,204.80000000711112,204.8,-2.7777777777959756e-06,-8.333333333352709e-06,0.9999999999652778
6,-0.006,0.006,0.0,0.0,89.999331549239,204.8000000139378,204.8,-3.3333333333551707e-06,-1.1666666666539669e-05,0.9999999999319444
7,-0.007,0.007,0.0,0.0,89.99910873231867,204.80000002477829,204.8,-3.888888888914366e-06,-1.5555555555091354e-05,0.9999999998790123
8,-0.008,0.008,0.0,0.0,89.99885408440973,204.80000004096001,204.8,-4.444444444473561e-06,-1.9999999998858923e-05,0.9999999998
9,-0.009000000000000001,0.009000000000000001,0.0,0.0,89.99856760551216,204.800000064,204.8,-5.000000000032756e-06,-2.4999999997620845e-05,0.9999999996875
10,-0.01,0.01,0.0,0.0,89.99824929562598,204.80000009560493,204.8,-5.555555555591951e-06,-3.055555555106231e-05,0.999999999533179
11,-0.011,0.011,0.0,0.0,89.99789915475117,204.8000001376711,204.8,-6.111111111151146e-06,-3.666666665875206e-05,0.9999999993277778
12,-0.012,0.012,0.0,0.0,89.99751718288775,204.80000019228444,204.8,-6.666666666710341e-06,-4.333333332011672e-05,0.9999999990611111
13,-0.013000000000000001,0.013000000000000001,0.0,0.0,89.99710338003571,204.80000026172047,204.800001024,-7.2222222222695365e-06,-5.0555555534412464e-05,0.9999999987220679
14,-0.014,0.014,0.0,0.0,89.99665774619505,204.80000034844446,204.800001024,-7.777777777828732e-06,-5.833333330069416e-05,0.9999999982986111
15,-0.015000000000000001,0.015000000000000001,0.0,0.0,89.99618028136577,204.8000004551111,204.800001024,-8.333333333387927e-06,-6.666666661778193e-05,0.9999999977777778
16,-0.016,0.016,0.0,0.0,89.99567098554787,204.80000058456494,204.800001024,-8.888888888947122e-06,-7.555555548422516e-05,0.999999997145679
17,-0.017,0.017,0.0,0.0,89.99512985874135,204.80000073984,204.800001024,-9.444444444506317e-06,-8.499999989826392e-05,0.9999999963875
18,-0.018000000000000002,0.018000000000000002,0.0,0.0,89.99455690094622,204.80000092416,204.800001024,-1.0000000000065512e-05,-9.499999985778777e-05,0.9999999954875
19,-0.019,0.019,0.0,0.0,89.99395211216248,204.8000011409383,204.800001024,-1.0555555555624707e-05,-0.00010555555536029207,0.9999999944290123
20,-0.02,0.02,0.0,0.0,89.9933154923901,204.8000013937778,204.800001024,-1.1111111111183902e-05,-0.00011666666640283172,0.9999999931944444
21,-0.021,0.021,0.0,0.0,89.99264704162911,204.80000168647112,204.800001024,-1.1666666666743097e-05,-0.0001283333329819722,0.9999999917652778
22,-0.022,0.022,0.0,0.0,89.9919467598795,204.80000202300053,204.800001024,-1.2222222222302292e-05,-0.00014055555509373817,0.999999990122068
23,-0.023,0.023,0.0,0.0,89.99121464714126,204.8000024075378,204.80000409599995,-1.2777777777861488e-05,-0.00015333333273355958,0.9999999882444445
24,-0.024,0.024,0.0,0.0,89.99045070341442,204.80000284444446,204.80000409599995,-1.3333333333420683e-05,-0.00016666666589621482,0.9999999861111112
25,-0.025,0.025,0.0,0.0,89.98965492869895,204.80000333827167,204.80000409599995,-1.3888888888979878e-05,-0.00018055555457577183,0.9999999836998458
26,-0.026000000000000002,0.026000000000000002,0.0,0.0,89.98882732299488,204.80000389376005,204.80000409599995,-1.4444444444539073e-05,-0.0001949999987655262,0.9999999809875001
27,-0.027000000000000003,0.027000000000000003,0.0,0.0,89.98796788630217,204.8000045158401,204.80000409599995,-1.5000000000098268e-05,-0.00020999999845793698,0.9999999779500001
